Moisture,Permiability,Compressive Strength,Volatile Content,Pouring Time,Pouring Term,Mold Hardness,%  Defect,% Acceptance
2.4317471656138383,43.20075628808242,707.6430232584237,2.2059716782201244,70.27118458066651,1733.7070916804184,38.35503301076152,17.73895958174134,64.50202901119683
3.4816936628238295,59.281613936214704,303.66333696792935,1.1582496423331445,63.09451934681192,684.3483995563429,71.23738286099345,21.51426471173601,87.82945636693877
3.298901845139966,59.8795935590354,1810.046822785626,4.075090049888901,46.06343930882876,329.5506656682851,72.05019933805616,7.82805806001746,100.9936258017762
2.635506027240858,174.38343372053606,1177.1742534206257,4.490094300917194,111.54023074661744,1627.432138170494,73.72451227512141,18.565470814235933,56.39802172492267
2.036772643027831,207.48202230435453,1183.5387181646472,1.6410768787476586,66.77070962383108,412.6609353846293,19.254401301442172,22.057606006008587,106.49342061496621
3.938637018789259,120.24814495523793,1559.4281383012626,3.496086882467825,83.86338115664194,2329.0694193448635,64.45076222226282,14.932728002643618,109.6713987813713
2.9331132356747367,157.94341133637312,136.94664941422593,3.6656232219704235,58.43346891590105,930.4866292773979,77.4702086863768,25.198303240209285,59.62148358453388
2.8595126835294176,,1587.7471260469943,1.5447154885485745,68.1011822563168,1059.7498060625153,57.18217358248921,15.996784749879215,42.3332072944883
0.8823302870985006,253.14268297126705,1701.5918257007768,2.03930634739958,67.40291989670177,1909.8530041596719,88.47301493170053,19.50821093488925,57.96454633837023
2.8341836168311687,78.65932234087163,1418.7820628150544,2.6517151979522393,55.22067171453611,2033.764808222235,128.13686741507425,13.832017850290612,127.21460067134976
1.9033552977517285,172.95377702640258,1698.338098915773,0.4571969533838012,100.94824703200585,1226.9619062090935,150.69083018083901,10.158914929598046,89.25086519848098
2.4345537810075912,135.41099776523345,184.50471036512022,2.50270555586507,84.45458284168245,716.4145011580484,24.5136666379115,22.084928850963323,71.84753071554164
1.2013808075640087,247.71807475658002,-276.49472378972564,1.9255252367278286,68.70029882833579,553.5911473807167,153.12849750920532,23.79814714972771,123.26656372022609
4.3285419694050224,87.46126198404843,2087.878559060213,3.409902141160051,126.91061355978377,2232.4702060627405,82.3848439629526,22.855397426853575,119.28212097610597
1.9479523075188203,39.20538544579252,909.4522498258369,1.3471919164040393,78.53850773862347,1614.8212982142195,86.18548676150019,21.797602778102867,68.75545347628977
3.174822070934461,67.76587211029067,775.0273083979924,4.847383750639013,18.909113175810383,657.5584014696435,85.8877069138815,28.745348980166433,81.23042899138389
2.975425069184842,168.89260946391462,1462.724478325527,2.422816775912292,46.3368737162574,1318.3863672833995,41.045768106026244,29.549891925213252,23.876273700287022
2.3674316259518946,196.66145656661956,512.7098037632688,0.432732985588131,94.60675696203418,748.0617257649125,107.87237953664663,10.925588775286663,73.1743135833714
3.0847188290991885,174.30477991399061,1286.2866314617845,3.668457097679865,86.02310108260846,994.3547817826463,67.63284360246777,39.39856778790339,57.699686873315976
2.4023172353410676,61.162314638584064,1038.0372455230638,1.1522655536632431,39.75871190209649,1265.7431140325411,118.93147845395569,9.079399932487423,63.57422035437587
1.4604202380949522,170.82371668414876,624.9202225230406,4.043174810735419,18.524101052204927,1724.6830433248724,141.77349962871423,26.002504747233488,62.698825204537
2.320349860447295,88.04300227405601,1173.4520660014618,1.8106846198838218,33.2278148849924,1150.1344433807915,95.03539139772747,23.439516127385136,96.25121024753622
4.710359772757737,72.09352774205189,1874.398214276571,0.23857324230296362,66.41812445256215,1053.766234138972,96.90921221157294,41.62636031903113,83.89826697744387
2.6371415723236673,89.57594752757562,741.5163097332979,3.4373895458439767,58.178968257518534,1458.6981900604399,79.6359220980903,19.96623413657016,45.79044380625309
2.9102969219799104,66.78081324858638,2478.7482082204324,2.3640898080764043,87.04612475825932,1440.121581384272,158.10414933591653,8.355961862975843,62.38842050568084
2.4826122031208326,38.258009246316426,289.1812505400799,3.028048039051954,159.41926651710304,1489.326279786532,118.88831327520036,17.9666674837169,88.00777241265557
3.782209457531276,84.41322671391424,333.82443961319177,0.9689447910862914,88.60420008175694,261.2373886884059,92.25153867411811,14.523731345853108,118.31795034590834
3.710340600593957,191.71063755909412,1569.110126009788,2.283449321355973,131.11591837104874,1870.8450721362074,102.5993860660784,26.874363921348625,34.65795353007749
1.4064855500508309,58.39248358419739,2107.5578654782453,2.4558493877628704,58.60225431631857,1035.0648340886898,120.92798498067327,15.851705650406346,64.78141173233386
4.786652494243587,111.38695644733662,1030.4039788758923,3.9430552441460036,99.54903823729069,1419.93199336276,64.67192818177946,27.611822143967437,0.0984459867855918
3.3164422755314846,,1041.7175811423201,1.883217268950304,67.19585708736311,2393.007467823165,92.83512269511313,15.09456629942877,69.47985670252271
2.8862206565064508,113.58022815230414,1385.734761948255,3.2365208736769535,91.58715238778709,1881.0647882385772,71.55837930970091,9.875306821608143,80.27039140975585
2.2703053408090956,137.7652909026204,1789.6406775708292,4.83487945101108,73.9625254201955,1062.6268564731647,110.5737946154819,20.87800198255569,55.236717294726645
2.696418713277351,163.55377937541277,1093.9999432709296,2.271477944487449,88.70578856572344,964.7802492968145,66.41947591365985,7.046051257504743,123.38694998034119
1.650428997411781,80.87505974595636,1413.9155520718725,2.89064243704382,59.14342403418679,2235.522200184222,45.97472578107078,11.267929784198916,82.23250258911946
3.4742578875122763,98.75771336507064,1367.7466643267317,3.9759551680734666,60.08005082601549,2.9006772962493415,54.96072133012905,18.093105943087604,90.270925187411
1.18217177961933,165.0547379728655,746.8858778683713,1.3531908350115431,72.77576264728273,232.9560101140985,56.81521099205521,14.899123096144871,82.30876548511485
4.910273166899457,-1.4085630253609764,1181.7405426561725,2.9501950742941174,101.28721642377579,934.8573195183222,65.78368556855477,15.667524184326581,64.25703306744143
1.8655725347830492,,1588.2346407830473,2.8131202503230543,77.88460023847041,1900.3191532201731,50.03448613768489,26.927317533875136,93.24621012227776
2.8922165867880767,55.132748178181956,1754.7051026236522,1.8848047339763494,76.48248951070337,1987.6023502738499,73.67841941184486,28.405519981723472,48.58460681399909
4.850951430999468,205.68795003401902,2152.199740779004,2.394359596319408,47.80754332700228,1654.3364988896503,96.13649963794698,23.704894988817564,56.81634729321155
2.4385317639321644,127.21738027781119,2564.3465633215783,3.8822243293152034,106.50085221173913,1881.7311930295114,110.38319113464493,17.60947041649408,105.85129628916144
3.7985948768334183,166.5422762437238,322.10901162048344,3.329715716531971,105.69405879103746,1324.0809597633386,49.30733361241632,9.566282188959235,92.87119849256655
1.594025629829276,183.96620232647558,1482.4470457822465,1.8224311916022722,101.9298852772711,1560.2768195549138,137.90663671976128,7.939675781472326,52.34878878250854
2.8508340217851975,197.57544152455523,1277.220851839734,0.7651505518270116,-3.2091124132663396,606.2550209340128,75.49708867118389,26.281369852679262,68.0834157788252
3.5506110402919955,127.77958005344384,2096.5778087585654,1.0953466195937,81.44376737923982,1933.0970998958092,90.7018599540587,15.831127870468162,100.64803810590072
6.501387515588661,80.16953654381156,940.3271528724089,2.5975610590869747,114.54857565479313,1656.0126049425046,67.51876663079847,22.66586817166807,142.6919839313619
2.4600298387130985,147.07940341698657,2131.4998385439067,1.04178173264736,64.6936969689205,1198.7557494992777,118.75336596457524,15.784001891848053,61.63659544723903
2.106498662520411,31.422795174082623,-116.69728752737137,2.1055870242417436,112.22266767514864,1000.9904613148466,132.2153060463736,16.245036249585215,129.19064978610965
2.2173206450278107,128.27318682325054,1436.9193757639405,2.807824440882119,114.08729587547262,770.8076882262948,90.4118120031089,24.07071891029551,81.50175467437012
3.080388667023577,162.38330649904333,399.38912542974185,2.0365116935326864,124.11426882918924,1428.6601672618358,151.46006365075047,25.61270197577491,94.72866128353446
1.9056872178319884,135.15945332837276,482.47844558178053,4.703098507475973,106.00705734623462,1099.0193938283958,99.88924073163658,21.923280105429605,99.86092559908131
3.426878759181698,151.96407177657386,739.464719982237,3.1172154672777364,69.53109108481289,632.6627133231955,50.238216988101016,18.813894260848095,67.7576205295713
4.166809351018691,84.81042867645878,1707.4865222821686,4.521495950531888,31.036863871595237,1152.715334366785,132.5147350819254,18.005231388506026,133.78314163389265
3.446384275501062,70.10181541206057,1420.459447648355,3.2376713566780473,82.90885715063907,438.84059738466146,135.3899089437995,18.7922214553457,52.30989398147149
2.9543813605461957,73.95807913630502,1767.7652139580605,1.536653366012607,39.73234357516047,1906.5013860909637,63.71298075722229,18.973456016357822,49.68819742112298
5.967929941179443,137.4143678089591,1665.2862931741806,4.414737329551705,84.38188005151008,1442.2934762898312,74.54771209619807,26.10273004595045,64.77145259210344
5.454972088130652,94.2210813936974,1758.7303074152242,2.4641756241231767,88.78275723606056,1505.856679763267,95.40740671665894,23.209351875613898,69.12629340731277
2.6221973947657413,132.3984393868802,1564.8688175990499,2.9351023814833876,96.95643547924738,777.3156142897602,143.85098152186896,22.317965071030205,160.1766740956881
4.006995222782469,74.9190589945405,1208.1117780655104,1.0974475197476945,141.54107904905646,1296.6775935333712,65.75083650835589,21.958139764447267,33.09386035585737
0.08377272423279258,137.47671155537537,2464.34735372787,4.825638459681822,87.90747107541385,1247.9795881613104,116.43761535271565,7.989327073982816,136.58349216727999
3.5375208994449827,141.7106280580024,703.814749382224,2.855185976042036,68.28869346123157,1912.8714275574823,117.98028016676159,15.263971937072384,69.49819620146654
5.0254824142698435,97.67084222648029,1149.6666658815548,2.7867328470177353,92.67681848571496,1223.318893453231,118.89003424735694,15.387104290148631,32.53289665923894
4.053770399851889,157.70604518533062,1721.5918165633868,1.4244520893279806,73.32505808451498,2170.6792905269176,91.95528893142422,31.989770360020827,120.0869956776742
3.1683924579904943,170.389935216389,694.1130559198625,1.8230229636636355,99.88060996620769,1164.7765950380317,98.2162655801454,22.68663676272582,110.67430074797166
2.35806515144993,69.18569446221152,2500.822569522003,2.602151041162812,146.77200069673557,1997.6909228350994,132.22760608998192,24.158421329255646,71.11466426517545
2.5894939303048186,99.02982442642788,941.4773423079648,1.5725634468814318,63.723036990914025,1337.919064089468,119.50872540862787,25.264514150935046,60.814718245847786
5.460205604839224,79.41616037038312,1268.2348226076483,1.9557396400339853,43.95209527899901,1867.0668983335308,131.99209648257622,27.47456820650524,76.1490304467406
2.2335422121314985,186.14879574511542,-7.414938563431178,3.5533225191362403,47.60745579832603,1966.6424301405636,61.04614722764938,-2.183659622435961,69.02981455250735
6.394772590484688,43.69606748220694,1657.9058844388835,3.6038812929147355,95.56408536170693,1869.651485596085,122.9734066633865,22.771078409195095,49.59509659031424
6.434608359643121,157.39674368429118,970.9927647527181,3.584415081861108,74.19413370611883,2262.80301411488,147.93085725007407,17.813107765051882,94.12219805211716
4.058695648668792,106.57914604875,1728.9275721694198,1.6629911205191898,81.08040993960931,1363.9539626044739,83.62109683581008,9.824107951953524,52.99839410809322
3.297790984011178,113.96758520986269,992.6809052077144,3.065172009592305,61.54591871477759,1927.7168729563855,101.82826482473662,14.555189446645567,57.68667703610901
2.19869392433663,60.84216198558508,765.1547986910163,2.9717134562665315,36.71634464660122,1703.032595503188,64.61820886265285,21.212311985404824,113.92433769706284
3.5745438735321065,49.522687584494776,1486.0779517810006,2.9898093615959587,59.848741598934616,704.0511778065636,56.52379048206438,26.851079971124317,95.48319135026374
3.072395216377108,172.8454750298915,2477.414830916623,2.1753548846513024,24.205023769010083,1770.704673566305,76.22318452640023,21.701077698385923,78.90837205497975
3.5961706836753518,103.92047439578248,1429.0558892309443,1.9235489090635594,48.74303064908206,1084.3947668351489,121.05368046099106,19.33801047081015,13.26765036122137
-0.48779362344072874,70.79973014330618,465.119129796818,1.5607187817777697,58.00864975831141,762.5187263942138,59.81207510888687,28.758450901516216,34.087723451287935
1.059875635789362,97.38542219051553,1393.3186059039015,3.5590150251982564,55.192490344378555,1648.6572351298605,135.05781835373966,14.132721994930124,58.18705373210544
3.5352850286012236,54.689559864714965,1405.9487452389033,2.9914495951553777,55.996149828508266,1799.1620875237797,113.54598326031869,27.15162321509387,143.80748086938755
2.92091088161341,84.524975870688,2501.0322554982076,2.4892755594510625,43.32603556794359,765.7115656086089,32.75928121927135,23.76368028793847,78.37351738501775
2.1746508044834987,163.9472279342186,1715.451220596833,1.5282358947407728,51.657405277529534,1245.8286601864543,86.01629045974958,15.870626639626009,76.68315198988192
3.7689797991233416,73.77090409106032,1953.0975432831856,0.8207173433386024,125.81070977862274,1482.761227678109,153.76718733062572,15.268811233691467,86.8157952975288
3.1538435219489296,212.08101567104922,600.1673677944402,4.340390380724937,102.03212142138645,842.8917621931939,117.0971430493442,10.463575958788068,48.03329712825786
3.0491258455063046,61.761698789720974,908.6229525770309,2.199029751629222,51.49068562461302,258.39084100895457,65.37990102787921,4.841738705529549,68.26269236444817
5.388824217081133,90.24946794221037,1966.9016218854463,2.5082029930450274,49.57912945170776,2063.8646051889305,121.57272692340361,22.0075766881698,109.69833289072977
3.6150762349250947,118.77120781405394,1222.0063271331646,3.43695081716,114.71394519185397,2136.0495311609257,156.10362267033983,22.346312604719415,108.03711059342146
1.105124522793948,,1113.2088580102159,1.1609515158903103,26.833033072607996,507.7817904830099,194.00247708396415,21.098418595454262,134.56668815136175
3.1292609848799926,,1439.036542218838,1.8642063652641165,46.5309895149384,607.6770471860276,83.98102992591741,17.21107690031703,60.08264615851396
2.923609633037177,137.04224584299985,2212.9492815115527,1.9789305055062398,30.898176384147924,2316.0752850147514,49.91049752175914,10.688512098933904,81.83559803272773
0.6887631880583927,47.18237556337958,1379.400035837747,3.354538972780802,100.50697301830529,908.6878000929541,57.98427266663864,30.05949745577327,107.73833895384502
3.137493705545203,135.35359715269092,673.1946946645759,4.66330571426949,90.0859544349495,1410.6978270163224,84.22845218278299,13.00310399022241,49.8535206127018
3.8789465842839284,74.1523546865335,1847.9964772659266,1.796107125005251,76.9051331049286,1433.4128723518338,31.75936308355088,20.431799063273626,50.754598977748586
1.8637295106319638,104.28121122377237,1611.5379216094211,2.5828101217759825,65.91202643382924,-78.27415518962744,22.253985355847178,14.755824518242068,124.62407725271441
4.526647022781114,73.06886976299526,877.7743825118094,4.093341588137143,73.24916238011599,549.6538895281685,92.0687931223923,18.84645930288935,55.893786469317234
2.7163965189657806,94.0520406192079,1697.844256540281,1.5445537126346642,74.24548528329046,1006.7319289695217,46.21356904611493,7.235258900057692,114.17838974277916
4.805905936878288,44.49788210184651,876.7776380992522,1.0479638373583264,115.73271971270896,1134.8921838836113,18.464591725719302,29.092243136177572,104.87635617808226
2.258309308327076,86.34576120319197,2047.5090694087282,1.8611328912235314,74.52263501141115,2155.4734787712796,93.4516271310711,13.343694244874442,103.57663093870946
5.723020699373576,134.87279342051835,591.1392950694062,2.1855582632010235,81.52600777328763,2050.3991030292254,60.35679942248822,27.755059502382423,41.05607975756641
1.2822841393502058,45.81762245613178,2163.6450949662285,1.754401048846717,85.86083906222362,1594.057685699187,74.14860972536293,19.040452685744135,47.6905390074983
3.5750366167229704,183.90968915184877,2118.071937012781,2.1168554185961703,96.30335165230963,1940.793739955493,110.38706733522206,18.80089334308317,101.82667389728417
3.865902719486165,184.55759560841463,1295.6081767690903,1.7402685797498343,88.49898009784398,1984.1292305772386,164.55299010361898,7.036555196785553,43.38997620957041
1.984464346340986,46.967384594566454,2155.3504550245743,1.6940969949620963,123.09862230970009,1683.6840013188892,156.52282020412753,15.882742925591018,97.19667054904107
1.2438786325164972,140.87582566069946,2081.3713410808004,3.637366296032631,74.4363444913105,2745.1566877332552,178.89492005327608,8.919985991266751,41.767522571693206
2.2859083851958846,99.09664082531654,966.2869756529988,1.939648503849734,122.55421252212298,1539.6935999703874,91.91901079512009,19.883570397459383,130.82593989370807
4.531875244903494,127.203870562004,1119.7774383028652,2.157917227557336,72.2439083048477,696.0789019627099,67.0040740981051,21.753284276315007,78.79582921259178
1.6670582335283777,208.92768212840593,1362.0300185281521,3.493093084478347,63.39830811995675,1662.2101214895831,121.18890379030816,9.540225428303277,75.00728438201028
3.7269237022601374,152.9770192210566,1238.9583604961958,4.129969056145056,41.79027346859836,90.14451031882982,18.18835645380844,14.463600221071896,43.7692836528071
4.087157515394979,116.19993548087197,1932.770585212169,2.3208543362693237,60.57621029810841,1416.2403261832585,126.06614235565995,10.205853186843889,101.40163437164597
4.9803097139205414,77.87976612349269,1352.1676325784692,1.3393559253818401,95.24645991480135,1440.656427039396,56.7302338764324,12.989343761178269,97.43671189488055
3.062693283251244,142.0989162231956,1355.703617803088,1.7176405679492903,89.20088576040821,904.7042220697548,55.31117544873243,18.117460008714232,76.18813794112428
2.1547623628442656,102.33149832729566,1645.7998293361297,2.5305839633284823,67.69818607248455,1732.7182795035708,108.23705647067291,14.77384999432645,40.047370964579066
3.6396326004085395,158.89824713292094,1687.2485300924282,3.7367853185244675,37.45647752654559,2346.5834813429883,15.270794374676015,26.58055867449007,67.74874970916527
0.309018136225752,84.29151392510218,1878.009520737642,2.454161185630163,60.2170111713852,1143.7084331196525,101.50363254142593,15.130072110252069,38.11983364127287
2.2849497233470983,77.85123397196375,377.83662767659314,2.175090148542717,22.899856092284843,2406.3225691127045,136.74417005875404,19.472972799015878,32.55112931105278
1.1876365764988241,147.74190146870149,2561.851997863826,4.3909198605998325,74.8694385939249,1088.383765604427,72.13893070692973,9.78611390496415,148.4688211318848
1.3934782430494441,115.60290992689573,2365.064038560967,4.463308926933959,101.65975575159061,725.029122690676,85.28337699350585,15.668340834580917,65.0835286340917
3.350224367856165,115.50497046828957,1382.6311716633568,3.9238052321795,93.22964903149804,1395.956701752943,53.35203428057893,14.29644471195093,66.93140465374162
1.9041351718321693,47.803170199932666,1526.7988771602475,4.142424503651551,41.30696445819851,2053.6297395697375,120.67946310736545,12.22964007259638,49.01587830036831
2.4704073698382745,53.269511683309794,1939.632981828559,1.4222107588791144,37.924846236340656,384.1655795513408,85.47420624038394,13.149158343945345,93.76922885658885
4.74720215251576,118.56937536536734,1095.8416038567984,1.7403614777487202,108.91099729862263,727.7515639997528,71.1696838815847,17.76883032061488,51.615436982590005
4.188837969910347,147.8894326421495,1184.5307926323107,2.558970002772294,73.49215785503965,1066.571985720359,48.187752018758204,13.406271453239249,114.05627983758399
0.5507108388952111,157.66351095918586,2034.2902134509427,5.215552179324826,43.97507517290753,1262.060130251087,13.620700168134505,-3.0097406414303123,132.72236521566344
2.9406269054452863,78.21696269878893,1755.5610601137632,2.129866105532706,47.3284656637478,1648.3164219011492,88.71487125251747,28.76976940012377,53.47153082323166
3.269738007406482,130.48728247083034,1115.9051217184578,2.226909984189687,51.71141780388734,1877.7053240085327,139.22670476765012,20.48378038249887,88.61694687010247
1.348224607647605,,1105.61863146711,2.681931198275182,56.319166274890904,863.8091786291304,87.69891594144542,18.08335315536053,104.73656013151823
2.9065376044059827,110.27563118133196,1472.9478883198567,5.356688944742184,67.97587587591138,797.002231485963,114.30139493770918,23.509648640191344,48.28254043782232
4.20241292141516,15.039810370808482,1658.4563925342463,2.447763556335441,24.786312216097443,1040.7709050383523,84.50907147568454,10.849600889342387,118.91285717829412
3.1233722622482283,95.09880237116474,1446.991151276376,1.5013286451388879,69.58890417825086,711.0266692807719,89.26414248326947,9.524735713277877,99.06708755540514
5.348663716922248,,1259.5141362755837,1.375783393845904,64.30219709761641,1683.992048766278,95.09076351425266,18.445112506746696,83.11769536712735
2.103532100172541,108.83331451429773,1755.2767893994892,1.3514544588842512,104.31642861817545,820.2128894616822,92.35009670235148,13.387783409986735,73.07640376318476
0.9343583282454033,144.92366546365236,2081.0086765131,2.6298426584517385,46.485634650942764,855.7797013307575,135.3453776302914,12.046325655158512,153.6262454110901
2.833198760868956,108.14311219756546,1282.0557686733594,3.8950523867102698,105.36011422844918,1188.9834630848661,23.88296421103115,15.305987985079316,30.222743038296862
1.4024868716363434,116.51778436083057,771.3908404813928,2.9918476675333077,40.700412705551265,684.7895966712357,122.12917017952725,14.745059824020574,67.36410655871978
2.836829443053561,,1471.8654109714216,2.8167577505555927,100.45778676731604,1721.7582939870283,86.15234442927607,21.36216186303354,133.57818395341548
2.9765776368722023,124.99508189656424,1225.3895649572755,4.169546395687891,82.25901440024948,865.8009511376864,107.90547584175351,4.172238326214979,139.59866061333338
0.5941009421700851,146.7832375548809,1627.5501097572399,3.2612206661400545,66.76583675190696,2145.360854504457,113.63597531541824,15.32935860509432,61.02984609182075
3.2593104926098246,123.93780746756985,1753.401509996405,4.733921702575001,88.07168522663673,1591.8901200410673,109.68060550138583,23.13598863266027,87.30872100235898
4.1379179231695815,73.65202890621661,1780.953556799678,3.6573264341795597,69.43548312962933,200.62838057938666,56.1772830575915,21.33279421839707,116.03201465988482
1.772076348054679,71.99458027076595,2057.682889472321,4.585870091925557,79.77339378917058,610.785009591933,153.91582420223202,25.621052229941938,127.17671005676218
3.4340587799332734,77.86751992721952,157.06476716722864,3.867729740210054,87.79638204621604,1292.9981348565768,167.46217779142694,18.28324263076638,78.87144479544892
2.8165887823985463,124.1285057582136,856.4062932850994,3.166816745001655,37.52411325795957,1771.244048285212,12.006250687854248,19.41654038644451,81.57038009423023
3.612757303277018,184.5172029757266,843.670188674438,2.2972580351187397,75.07951618080213,1246.4241803614832,121.18516221159555,16.954072218472426,74.37102269992509
2.1190849664286873,131.41067147117317,1180.3246701533135,1.7787349218911404,19.778725695848244,-272.5422462322524,118.69977828520189,14.941385683046002,67.46746099873654
4.5977953007182855,127.50297892227701,1990.821312516262,2.3424887973303705,108.76274651304419,1822.7612437358646,91.85302228220854,29.892808578435996,37.34319601563745
2.5124141562974334,213.94021763313856,1242.997132293346,3.9176530135250696,57.85720724936539,1369.438190836399,61.03855212698541,19.669233748359854,140.46070924851182
4.453262409559716,70.97863327337646,1593.1784128053237,2.9446344525512282,58.98247248252007,1099.5840274509433,63.93628579006838,23.077506780182524,137.21946923487516
3.164037771811716,79.91621757131024,686.0046346525561,0.9301315489363728,69.95063881817659,1865.9732886875017,166.4876630578608,20.731824532856088,104.37591221933876
1.8546119322416685,169.25125844201133,428.1730060226696,1.2315798853548066,118.68283647838231,1533.3889747157023,137.64066933973317,20.836854718719536,57.31632880404291
5.1725399614283605,70.2639701512704,1250.3268248054653,3.6492410677542573,80.3182441377343,1871.4212378349673,108.84589210340178,16.561269948284263,129.9419324197253
0.19717295733487195,149.55662143877979,2415.4365580244194,2.7996881665395703,101.40379836007801,1341.4828801241326,129.39595888482813,24.127909618322448,89.80448108651261
4.249423897245617,69.03478659034711,1458.7643890391894,3.0242403502377893,38.07659536274212,2091.4359272421575,89.1635494533964,5.812583325155082,112.7534997967654
3.9406999796285085,126.4873850255569,1916.1196164204896,0.26396673957604566,57.195867093280775,-309.04723709334826,160.57017230106308,19.2889928571484,115.56399893944726
3.129039185588633,164.3376096331722,738.1313111545405,1.9078838994664156,83.21452112449957,1170.1098477776889,46.48110954691812,19.63355600788121,113.4921453350102
1.9907701467851662,74.24217545444465,936.08741708944,2.653390815984374,76.22945837200443,1617.642663811528,64.47413866213036,30.498209881124644,12.662513241730622
2.850779298317996,176.1788831057553,1215.5830549186394,4.409305896777301,127.96601440329285,1116.158814297916,79.88759443278333,28.029558565956712,104.18057191026871
2.7161310630285556,85.42213483758013,1896.6113712268202,4.7142954550773775,70.71286345643827,941.0958426664643,80.46210239938553,27.05568249282407,60.891496392471
